(2, 846)#(846, 1245)#(1245, 906)#(906, 2440)#(2440, 2988)#(2988, 3836)#(3836, 3838)#(3838, 955)#(955, 888)#(888, 885)#(885, 917)#(917, 3175)#(3175, 356)#(356, 900)
(1172, 1710)#(1710, 355)#(355, 2719)#(2719, 2902)#(2902, 3878)#(3878, 3866)#(3866, 3836)#(3836, 3838)#(3838, 3842)#(3842, 3803)#(3803, 910)#(910, 1003)#(1003, 1494)#(1494, 1558)
(560, 1664)#(1664, 3278)#(3278, 2049)#(2049, 1583)#(1583, 4135)#(4135, 3821)#(3821, 3876)#(3876, 3857)#(3857, 4236)#(4236, 4238)#(4238, 4206)#(4206, 2600)#(2600, 2627)#(2627, 2914)
(260, 349)#(349, 4238)#(4238, 2220)#(2220, 2546)#(2546, 2552)#(2552, 1207)#(1207, 1567)#(1567, 526)#(526, 2679)#(2679, 4429)#(4429, 1116)#(1116, 540)#(540, 1078)#(1078, 1174)
(479, 3113)#(3113, 2373)#(2373, 1932)#(1932, 2818)#(2818, 1308)#(1308, 3838)#(3838, 3448)#(3448, 2640)#(2640, 542)#(542, 1474)#(1474, 2600)#(2600, 3857)#(3857, 906)#(906, 2619)
(515, 1606)#(1606, 3491)#(3491, 3710)#(3710, 292)#(292, 1678)#(1678, 2032)#(2032, 4270)#(4270, 4260)#(4260, 4262)#(4262, 4250)#(4250, 4235)#(4235, 4236)#(4236, 4238)#(4238, 4242)
(2277, 2028)#(2028, 2289)#(2289, 3214)#(3214, 3407)#(3407, 4238)#(4238, 3583)#(3583, 318)#(318, 51)#(51, 4135)#(4135, 890)#(890, 894)#(894, 2247)#(2247, 296)#(296, 1175)
(307, 2296)#(2296, 3180)#(3180, 2910)#(2910, 2906)#(2906, 3566)#(3566, 3890)#(3890, 2294)#(2294, 2744)#(2744, 3961)#(3961, 1156)#(1156, 4238)#(4238, 846)#(846, 1198)#(1198, 1942)
(409, 421)#(421, 526)#(526, 1567)#(1567, 1947)#(1947, 1020)#(1020, 3109)#(3109, 111)#(111, 2645)#(2645, 752)#(752, 4238)#(4238, 260)#(260, 1078)#(1078, 2714)#(2714, 247)
(273, 3615)#(3615, 2206)#(2206, 1244)#(1244, 2064)#(2064, 2013)#(2013, 318)#(318, 4946)#(4946, 1236)#(1236, 4238)#(4238, 1191)#(1191, 1178)#(1178, 4347)#(4347, 3593)#(3593, 3004)
(1011, 2990)#(2990, 906)#(906, 1316)#(1316, 3917)#(3917, 1182)#(1182, 1273)#(1273, 3385)#(3385, 3440)#(3440, 3889)#(3889, 4236)#(4236, 4270)#(4270, 4238)#(4238, 3807)#(3807, 4201)
(1756, 1031)#(1031, 1105)#(1105, 2546)#(2546, 1187)#(1187, 3838)#(3838, 1755)#(1755, 2885)#(2885, 1245)#(1245, 4466)#(4466, 260)#(260, 540)#(540, 1174)#(1174, 910)#(910, 1535)
(1913, 247)#(247, 2789)#(2789, 490)#(490, 2636)#(2636, 3893)#(3893, 2910)#(2910, 3547)#(3547, 3551)#(3551, 2377)#(2377, 1706)#(1706, 2710)#(2710, 2706)#(2706, 4238)#(4238, 1116)
(456, 1172)#(1172, 1955)#(1955, 3838)#(3838, 2988)#(2988, 3353)#(3353, 111)#(111, 260)#(260, 1174)#(1174, 1176)#(1176, 1262)#(1262, 3905)#(3905, 955)#(955, 1378)#(1378, 3332)
(1245, 9)#(9, 526)#(526, 2641)#(2641, 1732)#(1732, 1880)#(1880, 1278)#(1278, 4238)#(4238, 1567)#(1567, 1574)#(1574, 1692)#(1692, 2686)#(2686, 1811)#(1811, 1591)#(1591, 1425)
(260, 1078)#(1078, 1187)#(1187, 2546)#(2546, 1009)#(1009, 3900)#(3900, 3897)#(3897, 3899)#(3899, 3838)#(3838, 35)#(35, 591)#(591, 593)#(593, 905)#(905, 1006)#(1006, 550)
(151, 166)#(166, 846)#(846, 2256)#(2256, 2568)#(2568, 563)#(563, 1196)#(1196, 1253)#(1253, 1359)#(1359, 2206)#(2206, 2284)#(2284, 2468)#(2468, 2701)#(2701, 3838)#(3838, 1191)
(1995, 1430)#(1430, 3888)#(3888, 3375)#(3375, 2727)#(2727, 3838)#(3838, 3178)#(3178, 4756)#(4756, 1675)#(1675, 4881)#(4881, 4135)#(4135, 3076)#(3076, 1619)#(1619, 1155)
(1206, 1305)#(1305, 835)#(835, 1880)#(1880, 490)#(490, 1078)#(1078, 1242)#(1242, 3927)#(3927, 4238)#(4238, 260)#(260, 590)#(590, 846)#(846, 909)#(909, 1198)#(1198, 1875)
(355, 33)#(33, 231)#(231, 1245)#(1245, 2618)#(2618, 4215)#(4215, 2818)#(2818, 2990)#(2990, 2551)#(2551, 3838)#(3838, 2775)#(2775, 2810)#(2810, 51)#(51, 1567)#(1567, 1190)
(2546, 3595)#(3595, 1187)#(1187, 2329)#(2329, 1078)#(1078, 3866)#(3866, 3868)#(3868, 3837)#(3837, 3838)#(3838, 3842)#(3842, 3807)#(3807, 941)#(941, 1567)#(1567, 3349)#(3349, 899)
(613, 2320)#(2320, 4070)#(4070, 668)#(668, 2291)#(2291, 4238)#(4238, 4153)#(4153, 1266)
(1176, 648)#(648, 1187)#(1187, 2385)#(2385, 3463)#(3463, 3467)#(3467, 3893)#(3893, 3868)#(3868, 3841)#(3841, 3842)#(3842, 3844)#(3844, 3846)#(3846, 3836)#(3836, 3837)#(3837, 3838)
(260, 3676)#(3676, 1965)#(1965, 2416)#(2416, 906)#(906, 2556)#(2556, 111)#(111, 3324)#(3324, 3665)#(3665, 3838)#(3838, 1236)#(1236, 1531)#(1531, 2209)#(2209, 3840)#(3840, 71)
(3062, 3307)#(3307, 111)#(111, 1067)#(1067, 2213)#(2213, 3893)#(3893, 3876)#(3876, 3836)#(3836, 3838)#(3838, 3821)#(3821, 3807)#(3807, 896)#(896, 1116)#(1116, 2939)#(2939, 2775)
(910, 1175)#(1175, 2207)#(2207, 2303)#(2303, 2392)#(2392, 2742)#(2742, 2775)#(2775, 2873)#(2873, 3176)#(3176, 3866)#(3866, 3868)#(3868, 3872)#(3872, 3837)#(3837, 3838)#(3838, 3840)
(885, 1245)#(1245, 1300)#(1300, 1315)#(1315, 101)#(101, 1887)#(1887, 2988)#(2988, 4346)#(4346, 4389)#(4389, 1223)#(1223, 3281)#(3281, 4238)#(4238, 2267)#(2267, 4135)#(4135, 526)
(1078, 3838)#(3838, 1172)#(1172, 3382)#(3382, 3503)#(3503, 2773)#(2773, 1379)#(1379, 4268)#(4268, 479)#(479, 846)#(846, 2297)#(2297, 2300)#(2300, 2787)#(2787, 1107)#(1107, 2600)
(1268, 112)#(112, 260)#(260, 2319)#(2319, 186)#(186, 954)#(954, 1187)#(1187, 3838)#(3838, 3839)#(3839, 540)#(540, 740)#(740, 910)#(910, 1174)#(1174, 1177)#(1177, 1183)
(1187, 2923)#(2923, 1350)#(1350, 1880)#(1880, 906)#(906, 4099)#(4099, 4268)#(4268, 4270)#(4270, 4258)#(4258, 4247)#(4247, 4248)#(4248, 4235)#(4235, 4236)#(4236, 4238)#(4238, 4242)
(894, 1348)#(1348, 2709)#(2709, 2004)#(2004, 910)#(910, 1003)#(1003, 1181)#(1181, 951)#(951, 3838)#(3838, 1107)#(1107, 409)#(409, 2043)#(2043, 2986)#(2986, 955)#(955, 3167)
(427, 2105)#(2105, 3355)#(3355, 2978)#(2978, 3299)#(3299, 3713)#(3713, 4619)#(4619, 3191)#(3191, 3421)#(3421, 1225)#(1225, 1217)#(1217, 1237)#(1237, 1181)#(1181, 846)#(846, 4238)
(355, 1251)#(1251, 4226)#(4226, 1187)#(1187, 2064)#(2064, 4235)#(4235, 4238)#(4238, 4242)#(4242, 4230)#(4230, 4148)#(4148, 2410)#(2410, 2623)#(2623, 2743)#(2743, 2775)#(2775, 2600)
(2013, 1084)#(1084, 1655)#(1655, 1072)#(1072, 3084)#(3084, 2720)#(2720, 148)#(148, 2372)#(2372, 3185)#(3185, 2187)#(2187, 2710)#(2710, 1944)#(1944, 4238)#(4238, 2876)#(2876, 740)
(526, 1450)#(1450, 3587)#(3587, 3594)#(3594, 3669)#(3669, 1991)#(1991, 3334)#(3334, 910)#(910, 983)#(983, 1003)#(1003, 1181)#(1181, 1463)#(1463, 2423)#(2423, 3069)#(3069, 3838)
(1233, 1860)#(1860, 2284)#(2284, 1187)#(1187, 3002)#(3002, 3407)#(3407, 3893)#(3893, 3868)#(3868, 3872)#(3872, 3836)#(3836, 3838)#(3838, 3840)#(3840, 3842)#(3842, 3826)#(3826, 3833)
(590, 826)#(826, 1012)#(1012, 1429)#(1429, 2191)#(2191, 8)#(8, 1942)#(1942, 792)#(792, 898)#(898, 1509)#(1509, 2637)#(2637, 4238)#(4238, 4550)#(4550, 4651)#(4651, 4788)
(1021, 1664)#(1664, 2725)#(2725, 3)#(3, 2044)#(2044, 1991)#(1991, 910)#(910, 983)#(983, 2229)#(2229, 2743)#(2743, 3069)#(3069, 1463)#(1463, 2423)#(2423, 3838)#(3838, 1107)
(3600, 1627)#(1627, 3601)#(3601, 3838)#(3838, 4392)#(4392, 4656)#(4656, 4742)#(4742, 4282)#(4282, 846)#(846, 1198)#(1198, 1942)#(1942, 4171)#(4171, 3583)#(3583, 2219)#(2219, 1253)
(826, 940)#(940, 2044)#(2044, 897)#(897, 2007)#(2007, 239)#(239, 74)#(74, 938)#(938, 2415)#(2415, 3476)#(3476, 1339)#(1339, 3838)#(3838, 4675)#(4675, 2043)#(2043, 585)
(434, 1175)#(1175, 2305)#(2305, 88)#(88, 118)#(118, 4952)#(4952, 1245)#(1245, 1274)#(1274, 2381)#(2381, 4238)#(4238, 2387)#(2387, 2161)#(2161, 4819)#(4819, 2105)#(2105, 4336)
(2435, 2451)#(2451, 2949)#(2949, 3306)#(3306, 380)#(380, 1991)#(1991, 1463)#(1463, 2423)#(2423, 3838)#(3838, 20)#(20, 343)#(343, 1425)#(1425, 2043)#(2043, 2052)#(2052, 2351)
(2170, 2214)#(2214, 355)#(355, 590)#(590, 1187)#(1187, 2709)#(2709, 3893)#(3893, 3880)#(3880, 3866)#(3866, 3868)#(3868, 3836)#(3836, 3838)#(3838, 3839)#(3839, 3842)#(3842, 3831)
(2950, 4265)#(4265, 4)#(4, 1887)#(1887, 2499)#(2499, 1942)#(1942, 4205)#(4205, 996)#(996, 1078)#(1078, 3722)#(3722, 1339)#(1339, 3334)#(3334, 3838)#(3838, 2043)#(2043, 918)
(1206, 112)#(112, 1110)#(1110, 526)#(526, 2516)#(2516, 4238)#(4238, 3187)#(3187, 795)#(795, 1880)#(1880, 906)#(906, 1359)#(1359, 111)#(111, 740)#(740, 1182)#(1182, 1194)
(223, 1298)#(1298, 1876)#(1876, 3309)#(3309, 3857)#(3857, 326)#(326, 1176)#(1176, 2870)#(2870, 1368)#(1368, 1891)#(1891, 2224)#(2224, 3240)#(3240, 1778)#(1778, 806)#(806, 3838)
(1187, 1947)#(1947, 2197)#(2197, 2238)#(2238, 360)#(360, 1078)#(1078, 3963)#(3963, 1191)#(1191, 2565)#(2565, 1233)#(1233, 1377)#(1377, 3838)#(3838, 1916)#(1916, 2079)#(2079, 2086)
(1176, 1892)#(1892, 288)#(288, 888)#(888, 3600)#(3600, 3838)#(3838, 2)#(2, 735)#(735, 896)#(896, 2939)#(2939, 1116)#(1116, 2721)#(2721, 3541)#(3541, 177)#(177, 3376)
(1942, 792)#(792, 1567)#(1567, 3015)#(3015, 1198)#(1198, 3390)#(3390, 3891)#(3891, 3893)#(3893, 3894)#(3894, 3845)#(3845, 3836)#(3836, 3838)#(3838, 3839)#(3839, 3840)#(3840, 882)
(428, 1270)#(1270, 1346)#(1346, 2988)#(2988, 1187)#(1187, 1201)#(1201, 3442)#(3442, 3893)#(3893, 3866)#(3866, 3872)#(3872, 3845)#(3845, 3836)#(3836, 3837)#(3837, 3838)#(3838, 3827)
(355, 453)#(453, 1947)#(1947, 3714)#(3714, 111)#(111, 3159)#(3159, 1179)#(1179, 1241)#(1241, 4236)#(4236, 552)#(552, 1186)#(1186, 2868)#(2868, 587)#(587, 4238)#(4238, 367)
(1451, 1664)#(1664, 589)#(589, 872)#(872, 1245)#(1245, 2034)#(2034, 3025)#(3025, 4270)#(4270, 4260)#(4260, 4262)#(4262, 4236)#(4236, 4238)#(4238, 4230)#(4230, 4215)#(4215, 4219)
(1078, 1262)#(1262, 2022)#(2022, 1000)#(1000, 3017)#(3017, 433)#(433, 2686)#(2686, 3093)#(3093, 526)#(526, 1472)#(1472, 4124)#(4124, 4238)#(4238, 267)#(267, 1836)#(1836, 427)
(1312, 1016)#(1016, 902)#(902, 2579)#(2579, 3895)#(3895, 2637)#(2637, 3175)#(3175, 1423)#(1423, 1792)#(1792, 2646)#(2646, 935)#(935, 192)#(192, 3781)#(3781, 3900)#(3900, 3838)
(573, 479)#(479, 2055)#(2055, 2885)#(2885, 3838)#(3838, 3886)#(3886, 1218)#(1218, 1245)#(1245, 1497)#(1497, 2956)#(2956, 2053)#(2053, 1250)#(1250, 3864)#(3864, 2024)#(2024, 2258)
(846, 996)#(996, 2240)#(2240, 2272)#(2272, 80)#(80, 1210)#(1210, 2423)#(2423, 4261)#(4261, 4264)#(4264, 4260)#(4260, 4242)#(4242, 4237)#(4237, 4238)#(4238, 4226)#(4226, 4227)
(1187, 1497)#(1497, 1873)#(1873, 1880)#(1880, 4398)#(4398, 909)#(909, 590)#(590, 355)#(355, 1198)#(1198, 1172)#(1172, 2955)#(2955, 4357)#(4357, 1215)#(1215, 4238)#(4238, 4612)
(2546, 3178)#(3178, 3314)#(3314, 3838)#(3838, 1531)#(1531, 590)#(590, 605)#(605, 2679)#(2679, 1331)#(1331, 2309)#(2309, 3063)#(3063, 456)#(456, 1224)#(1224, 1840)#(1840, 162)
(111, 2343)#(2343, 4408)#(4408, 1176)#(1176, 1706)#(1706, 1736)#(1736, 1916)#(1916, 1182)#(1182, 1187)#(1187, 1758)#(1758, 3590)#(3590, 540)#(540, 318)#(318, 4238)#(4238, 260)
(367, 425)#(425, 1187)#(1187, 1873)#(1873, 3838)#(3838, 111)#(111, 695)#(695, 954)#(954, 2002)#(2002, 2015)#(2015, 3423)#(3423, 4794)#(4794, 4798)#(4798, 4799)#(4799, 4801)
(846, 2036)#(2036, 2239)#(2239, 3283)#(3283, 894)#(894, 1507)#(1507, 2063)#(2063, 2888)#(2888, 3075)#(3075, 3845)#(3845, 3833)#(3833, 3836)#(3836, 3837)#(3837, 3838)#(3838, 3839)
(3721, 3838)#(3838, 1187)#(1187, 2824)#(2824, 366)#(366, 1826)#(1826, 590)#(590, 1245)#(1245, 648)#(648, 906)#(906, 1930)#(1930, 2011)#(2011, 1543)#(1543, 2535)#(2535, 4901)
(1307, 45)#(45, 837)#(837, 1074)#(1074, 3467)#(3467, 2774)#(2774, 2298)#(2298, 3882)#(3882, 4238)#(4238, 686)#(686, 1415)#(1415, 890)#(890, 526)#(526, 740)#(740, 1209)
(1172, 1564)#(1564, 2578)#(2578, 3335)#(3335, 4738)#(4738, 1174)#(1174, 2314)#(2314, 4380)#(4380, 1175)#(1175, 1187)#(1187, 2818)#(2818, 260)#(260, 846)#(846, 4238)#(4238, 51)
(1942, 2350)#(2350, 2468)#(2468, 2627)#(2627, 3743)#(3743, 3838)#(3838, 2939)#(2939, 1844)#(1844, 846)#(846, 896)#(896, 1235)#(1235, 3251)#(3251, 1189)#(1189, 1938)#(1938, 3223)
(898, 2434)#(2434, 1206)#(1206, 2866)#(2866, 499)#(499, 1172)#(1172, 3866)#(3866, 3872)#(3872, 3836)#(3836, 3838)#(3838, 3839)#(3839, 3831)#(3831, 3835)#(3835, 112)#(112, 846)
(523, 2059)#(2059, 3024)#(3024, 1753)#(1753, 326)#(326, 1320)#(1320, 3721)#(3721, 1072)#(1072, 910)#(910, 3838)#(3838, 4375)#(4375, 343)#(343, 2763)#(2763, 955)#(955, 2542)
(517, 898)#(898, 1206)#(1206, 3057)#(3057, 1187)#(1187, 1865)#(1865, 3600)#(3600, 3893)#(3893, 3866)#(3866, 3868)#(3868, 3837)#(3837, 3838)#(3838, 3840)#(3840, 3835)#(3835, 3807)
(260, 3309)#(3309, 1409)#(1409, 2440)#(2440, 360)#(360, 1175)#(1175, 3836)#(3836, 3838)#(3838, 3783)#(3783, 3778)#(3778, 3780)#(3780, 3754)#(3754, 3755)#(3755, 3756)#(3756, 3759)
(846, 1245)#(1245, 4968)#(4968, 894)#(894, 959)#(959, 3705)#(3705, 3732)#(3732, 2852)#(2852, 3460)#(3460, 3541)#(3541, 931)#(931, 3056)#(3056, 3511)#(3511, 3838)#(3838, 884)
(590, 2438)#(2438, 2680)#(2680, 1716)#(1716, 1887)#(1887, 3927)#(3927, 2218)#(2218, 2890)#(2890, 2976)#(2976, 126)#(126, 2999)#(2999, 3277)#(3277, 3721)#(3721, 3838)#(3838, 884)
(1187, 1756)#(1756, 2266)#(2266, 7)#(7, 1206)#(1206, 3092)#(3092, 3803)#(3803, 3858)#(3858, 3773)#(3773, 894)#(894, 3838)#(3838, 3076)#(3076, 1151)#(1151, 550)#(550, 2574)
(2982, 1918)#(1918, 3327)#(3327, 1360)#(1360, 2561)#(2561, 2594)#(2594, 4238)#(4238, 296)#(296, 355)#(355, 479)#(479, 111)#(111, 587)#(587, 770)#(770, 2489)#(2489, 846)
(479, 2154)#(2154, 71)#(71, 1187)#(1187, 1924)#(1924, 896)#(896, 1262)#(1262, 3385)#(3385, 3943)#(3943, 4235)#(4235, 4236)#(4236, 4238)#(4238, 1273)#(1273, 3014)#(3014, 4270)
(846, 1943)#(1943, 4238)#(4238, 277)#(277, 2027)#(2027, 1174)#(1174, 2330)#(2330, 4138)#(4138, 898)#(898, 2499)#(2499, 2600)#(2600, 2623)#(2623, 2687)#(2687, 2759)#(2759, 3214)
(1664, 1172)#(1172, 355)#(355, 1176)#(1176, 195)#(195, 1535)#(1535, 1192)#(1192, 2903)#(2903, 1220)#(1220, 4217)#(4217, 740)#(740, 1076)#(1076, 3838)#(3838, 1107)#(1107, 4373)
(87, 2988)#(2988, 1670)#(1670, 3255)#(3255, 1021)#(1021, 2603)#(2603, 3826)#(3826, 1181)#(1181, 910)#(910, 3838)#(3838, 20)#(20, 343)#(343, 1107)#(1107, 2734)#(2734, 955)
(846, 1187)#(1187, 112)#(112, 4804)#(4804, 1020)#(1020, 1176)#(1176, 4238)#(4238, 231)#(231, 355)#(355, 1257)#(1257, 910)#(910, 3385)#(3385, 1234)#(1234, 3905)#(3905, 590)
(3335, 260)#(260, 2041)#(2041, 2933)#(2933, 594)#(594, 846)#(846, 3886)#(3886, 3868)#(3868, 3837)#(3837, 3838)#(3838, 3842)#(3842, 1884)#(1884, 1366)#(1366, 1274)#(1274, 1152)
(3404, 4853)#(4853, 550)#(550, 1198)#(1198, 2299)#(2299, 496)#(496, 1187)#(1187, 4238)#(4238, 4941)#(4941, 2017)#(2017, 2054)#(2054, 2252)#(2252, 2453)#(2453, 3635)#(3635, 1011)
(1205, 2242)#(2242, 1587)#(1587, 1887)#(1887, 2372)#(2372, 2468)#(2468, 1234)#(1234, 1244)#(1244, 2708)#(2708, 3838)#(3838, 3839)#(3839, 4)#(4, 71)#(71, 1151)#(1151, 1531)
(303, 2788)#(2788, 3414)#(3414, 3438)#(3438, 3754)#(3754, 3807)#(3807, 3821)#(3821, 894)#(894, 1236)#(1236, 2775)#(2775, 3371)#(3371, 3838)#(3838, 3395)#(3395, 3893)#(3893, 111)
(202, 1880)#(1880, 1947)#(1947, 2187)#(2187, 846)#(846, 1953)#(1953, 2711)#(2711, 3893)#(3893, 3866)#(3866, 3868)#(3868, 3838)#(3838, 3840)#(3840, 3807)#(3807, 1107)#(1107, 2775)
(1075, 1187)#(1187, 2043)#(2043, 1948)#(1948, 1987)#(1987, 3334)#(3334, 3892)#(3892, 3876)#(3876, 3874)#(3874, 3858)#(3858, 3838)#(3838, 3839)#(3839, 3820)#(3820, 3821)#(3821, 3824)
(1880, 235)#(235, 1174)#(1174, 1177)#(1177, 2910)#(2910, 605)#(605, 894)#(894, 1219)#(1219, 1234)#(1234, 1359)#(1359, 3781)#(3781, 1206)#(1206, 1211)#(1211, 2221)#(2221, 3838)
(355, 3017)#(3017, 3838)#(3838, 920)#(920, 1198)#(1198, 896)#(896, 726)#(726, 907)#(907, 2279)#(2279, 3030)#(3030, 1366)#(1366, 1835)#(1835, 937)#(937, 223)#(223, 1167)
(1176, 1618)#(1618, 1847)#(1847, 2634)#(2634, 3555)#(3555, 3889)#(3889, 3890)#(3890, 3878)#(3878, 3880)#(3880, 3868)#(3868, 3873)#(3873, 3836)#(3836, 3837)#(3837, 3838)#(3838, 3840)
(1560, 1999)#(1999, 3167)#(3167, 355)#(355, 1176)#(1176, 3836)#(3836, 3838)#(3838, 3840)#(3840, 3842)#(3842, 3833)#(3833, 3187)#(3187, 526)#(526, 2775)#(2775, 2825)#(2825, 605)
(846, 20)#(20, 292)#(292, 667)#(667, 877)#(877, 906)#(906, 1944)#(1944, 2711)#(2711, 3869)#(3869, 3837)#(3837, 3838)#(3838, 3827)#(3827, 3828)#(3828, 3829)#(3829, 3836)
(584, 898)#(898, 1255)#(1255, 2357)#(2357, 2445)#(2445, 2982)#(2982, 3335)#(3335, 3626)#(3626, 894)#(894, 1259)#(1259, 3273)#(3273, 3837)#(3837, 3838)#(3838, 3839)#(3839, 3842)
(1537, 2102)#(2102, 2546)#(2546, 112)#(112, 2468)#(2468, 2709)#(2709, 3893)#(3893, 3866)#(3866, 3868)#(3868, 3846)#(3846, 3837)#(3837, 3838)#(3838, 3840)#(3840, 3843)#(3843, 3827)
(1187, 1884)#(1884, 1962)#(1962, 3610)#(3610, 3838)#(3838, 260)#(260, 540)#(540, 740)#(740, 910)#(910, 1174)#(1174, 2489)#(2489, 3385)#(3385, 1177)#(1177, 1215)#(1215, 1245)
(1172, 3286)#(3286, 1276)#(1276, 898)#(898, 1317)#(1317, 1585)#(1585, 1710)#(1710, 3323)#(3323, 4270)#(4270, 4262)#(4262, 4263)#(4263, 4235)#(4235, 4236)#(4236, 4238)#(4238, 4230)
(1172, 590)#(590, 112)#(112, 2064)#(2064, 2389)#(2389, 3893)#(3893, 3884)#(3884, 3866)#(3866, 3836)#(3836, 3837)#(3837, 3838)#(3838, 3826)#(3826, 724)#(724, 348)#(348, 379)
(1174, 1391)#(1391, 2033)#(2033, 2626)#(2626, 3656)#(3656, 1991)#(1991, 2490)#(2490, 1003)#(1003, 1559)#(1559, 2422)#(2422, 3446)#(3446, 1463)#(1463, 2423)#(2423, 3838)#(3838, 4200)
(1013, 2678)#(2678, 4480)#(4480, 1228)#(1228, 3312)#(3312, 3838)#(3838, 1174)#(1174, 1266)#(1266, 1187)
(846, 1082)#(1082, 1939)#(1939, 4287)#(4287, 2988)#(2988, 112)#(112, 1179)#(1179, 1078)#(1078, 3657)#(3657, 901)#(901, 906)#(906, 939)#(939, 2581)#(2581, 1197)#(1197, 3838)
(260, 2324)#(2324, 2350)#(2350, 1567)#(1567, 2231)#(2231, 3030)#(3030, 3887)#(3887, 3893)#(3893, 3866)#(3866, 3868)#(3868, 3845)#(3845, 3837)#(3837, 3838)#(3838, 3840)#(3840, 3842)
(526, 1109)#(1109, 1069)#(1069, 2311)#(2311, 1888)#(1888, 3656)#(3656, 1224)#(1224, 1234)#(1234, 2775)#(2775, 3838)#(3838, 2708)#(2708, 479)#(479, 1619)#(1619, 2209)#(2209, 550)
(2, 846)#(846, 1245)#(1245, 906)#(906, 2440)#(2440, 2988)#(2988, 3836)#(3836, 3838)#(3838, 955)#(955, 888)#(888, 885)#(885, 917)#(917, 3175)#(3175, 356)#(356, 900)
(380, 846)#(846, 2053)#(2053, 2661)#(2661, 2718)#(2718, 290)#(290, 3782)#(3782, 1206)#(1206, 1219)#(1219, 2854)#(2854, 896)#(896, 1231)#(1231, 3838)#(3838, 905)#(905, 1237)
(355, 1318)#(1318, 590)#(590, 542)#(542, 2988)#(2988, 2186)#(2186, 2056)#(2056, 3385)#(3385, 4270)#(4270, 456)#(456, 4236)#(4236, 3931)#(3931, 4238)#(4238, 3014)#(3014, 4235)
(1227, 2001)#(2001, 2288)#(2288, 2640)#(2640, 2711)#(2711, 3017)#(3017, 246)#(246, 2057)#(2057, 3391)#(3391, 4144)#(4144, 1085)#(1085, 4004)#(4004, 846)#(846, 4238)#(4238, 1198)
(1011, 2473)#(2473, 1664)#(1664, 1187)#(1187, 3601)#(3601, 3807)#(3807, 4236)#(4236, 3014)#(3014, 3826)#(3826, 724)#(724, 3440)#(3440, 3889)#(3889, 4238)#(4238, 2558)#(2558, 584)
(1067, 1198)#(1198, 1278)#(1278, 2316)#(2316, 888)#(888, 1178)#(1178, 1474)#(1474, 2775)#(2775, 3838)#(3838, 3840)#(3840, 605)#(605, 1259)#(1259, 2447)#(2447, 3536)#(3536, 1244)
(590, 1413)#(1413, 2723)#(2723, 3778)#(3778, 260)#(260, 1273)#(1273, 3838)#(3838, 1078)#(1078, 2093)#(2093, 3699)#(3699, 605)#(605, 496)#(496, 1348)#(1348, 2939)#(2939, 187)
(1075, 1175)#(1175, 3614)#(3614, 4124)#(4124, 260)#(260, 4190)#(4190, 1548)#(1548, 1065)#(1065, 1394)#(1394, 3084)#(3084, 992)#(992, 1258)#(1258, 3283)#(3283, 3781)#(3781, 4238)
(590, 1930)#(1930, 2546)#(2546, 4041)#(4041, 111)#(111, 724)#(724, 2307)#(2307, 1664)#(1664, 2302)#(2302, 1172)#(1172, 3905)#(3905, 4135)#(4135, 3281)#(3281, 4238)#(4238, 2775)
(1172, 1710)#(1710, 355)#(355, 2719)#(2719, 2902)#(2902, 3878)#(3878, 3866)#(3866, 3836)#(3836, 3838)#(3838, 3842)#(3842, 3803)#(3803, 910)#(910, 1003)#(1003, 1494)#(1494, 1558)
(560, 1664)#(1664, 3278)#(3278, 2049)#(2049, 1583)#(1583, 4135)#(4135, 3821)#(3821, 3876)#(3876, 3857)#(3857, 4236)#(4236, 4238)#(4238, 4206)#(4206, 2600)#(2600, 2627)#(2627, 2914)
(260, 349)#(349, 4238)#(4238, 2220)#(2220, 2546)#(2546, 2552)#(2552, 1207)#(1207, 1567)#(1567, 526)#(526, 2679)#(2679, 4429)#(4429, 1116)#(1116, 540)#(540, 1078)#(1078, 1174)
(479, 3113)#(3113, 2373)#(2373, 1932)#(1932, 2818)#(2818, 1308)#(1308, 3838)#(3838, 3448)#(3448, 2640)#(2640, 542)#(542, 1474)#(1474, 2600)#(2600, 3857)#(3857, 906)#(906, 2619)
(515, 1606)#(1606, 3491)#(3491, 3710)#(3710, 292)#(292, 1678)#(1678, 2032)#(2032, 4270)#(4270, 4260)#(4260, 4262)#(4262, 4250)#(4250, 4235)#(4235, 4236)#(4236, 4238)#(4238, 4242)
(2277, 2028)#(2028, 2289)#(2289, 3214)#(3214, 3407)#(3407, 4238)#(4238, 3583)#(3583, 318)#(318, 51)#(51, 4135)#(4135, 890)#(890, 894)#(894, 2247)#(2247, 296)#(296, 1175)
(307, 2296)#(2296, 3180)#(3180, 2910)#(2910, 2906)#(2906, 3566)#(3566, 3890)#(3890, 2294)#(2294, 2744)#(2744, 3961)#(3961, 1156)#(1156, 4238)#(4238, 846)#(846, 1198)#(1198, 1942)
(409, 421)#(421, 526)#(526, 1567)#(1567, 1947)#(1947, 1020)#(1020, 3109)#(3109, 111)#(111, 2645)#(2645, 752)#(752, 4238)#(4238, 260)#(260, 1078)#(1078, 2714)#(2714, 247)
(273, 3615)#(3615, 2206)#(2206, 1244)#(1244, 2064)#(2064, 2013)#(2013, 318)#(318, 4946)#(4946, 1236)#(1236, 4238)#(4238, 1191)#(1191, 1178)#(1178, 4347)#(4347, 3593)#(3593, 3004)
